Timestamp;Event
2;MonsterInGaze
4;MonsterInGaze
5;MonsterInGaze
6;MonsterInGaze
8;MonsterInGaze
10;MonsterInGaze
12;MonsterInGaze
13;MonsterInGaze
14;MonsterInGaze
16;MonsterInGaze
17;MonsterInGaze
19;MonsterInGaze
20;MonsterInGaze
21;MonsterInGaze
24;MonsterInGaze
25;MonsterInGaze
26;MonsterInGaze
27;MonsterInGaze
28;MonsterInGaze
29;MonsterInGaze
31;MonsterInGaze
32;MonsterInGaze
