Timestamp;Event
11;ReadingClipboard
12;ReadingClipboard
13;ReadingClipboard
14;MonsterInGaze
19;MonsterInGaze
20;MonsterInGaze
22;MonsterInGaze
23;MonsterInGaze
24;MonsterInGaze
