Timestamp;Event
1;MonsterInGaze
25;ReadingClipboard
26;ReadingClipboard
27;ReadingClipboard
28;ReadingClipboard
29;ReadingClipboard
30;ReadingClipboard
31;ReadingClipboard
32;ReadingClipboard
33;ReadingClipboard
34;ReadingClipboard
35;ReadingClipboard
36;ReadingClipboard
37;ReadingClipboard
38;ReadingClipboard
39;ReadingClipboard
63;MonsterInGaze
