Timestamp;Event
3;MonsterInGaze
13;MonsterInGaze
14;MonsterInGaze
16;MonsterInGaze
17;MonsterInGaze
18;MonsterInGaze
19;MonsterInGaze
21;MonsterInGaze
22;MonsterInGaze
25;MonsterInGaze
27;MonsterInGaze
