Timestamp;Event
2;MonsterInGaze
4;MonsterInGaze
6;MonsterInGaze
7;MonsterInGaze
9;MonsterInGaze
36;ReadingClipboard
39;ReadingClipboard
51;MonsterInGaze
73;MonsterInGaze
105;MonsterInGaze
115;MonsterInGaze
116;MonsterInGaze
117;MonsterInGaze
118;MonsterInGaze
126;MonsterInGaze
140;MonsterInGaze
152;MonsterInGaze
155;MonsterInGaze
156;MonsterInGaze
