Timestamp;HeadsetPositionX;HeadsetPositionY;HeadsetPositionZ;LeftControllerPositionX;LeftControllerPositionY;LeftControllerPositionZ;RightControllerPositionX;RightControllerPositionY;RightControllerPositionZ
21;-0,01590428;1,479733;0,1195997;-0,07151436;1,121024;0,2447052;0,1181846;1,041358;0,2528251
22;0,02312979;1,498907;0,1115503;-0,05898876;1,118947;0,2456187;0,1243513;1,044947;0,2512417
23;0,04020415;1,483787;0,0599376;-0,02043121;1,153051;0,2859562;0,1451051;1,058407;0,1880499
24;-0,01114885;1,495647;0,07806935;-0,05792092;1,118597;0,2453195;0,129317;1,05705;0,180689
25;-0,08731677;1,508785;0,07605322;-0,09542182;1,120418;0,2244135;-0,05359817;1,321914;0,2504336
26;-0,155979;1,515654;0,01238822;-0,2401182;1,125502;0,1466367;-0,2309031;1,37941;0,2535057
27;-0,207582;1,470508;-0,0107971;-0,2829841;1,12524;0,1021279;-0,3336256;1,368492;0,2288957
28;-0,2163427;1,444158;-0,001047264;-0,362047;1,074994;0,08217971;-0,339561;1,174209;0,1775274
29;-0,2129618;1,465026;-0,01968841;-0,3399078;1,095855;0,0834803;-0,252735;1,150671;0,1530959
30;-0,146243;1,49736;0,02166364;-0,280735;1,105255;0,08610002;-0,1810076;1,142265;0,1737048
31;0,008027611;1,498892;0,1377649;-0,1252071;1,113455;0,1805163;-0,01486475;1,119662;0,255353
32;-0,1080451;1,496147;0,03284152;-0,2250056;1,123288;0,1219194;-0,1180823;1,131857;0,1910319
33;-0,1106921;1,498619;-0,00403525;-0,2196886;1,122534;0,099632;-0,1166719;1,131686;0,1713817
34;-0,1219739;1,500025;0,0173927;-0,2231204;1,119362;0,1091439;-0,1288688;1,130555;0,1779568
35;-0,1247898;1,490043;0,003581129;-0,2159414;1,116664;0,09579685;-0,1404937;1,142;0,1479218
36;-0,1324432;1,486106;0,01404802;-0,2452659;1,085797;0,1057895;-0,1674613;1,166613;0,148759
37;-0,1382391;1,477734;0,0128799;-0,2492379;1,082827;0,1037476;-0,1701483;1,155044;0,1446543
38;-0,0913058;1,464477;0,06280227;-0,2133907;1,097312;0,1197946;-0,07530641;1,178909;0,2762157
39;-0,1578161;1,455;0,02319988;-0,2190463;1,100366;0,1120399;-0,1324453;1,194842;0,258921
40;-0,1656595;1,446647;0,00769583;-0,2190082;1,096698;0,1132764;-0,1213069;1,189624;0,2567945
41;-0,13574;1,460277;0,05474609;-0,2144757;1,096571;0,1274854;-0,06065832;1,205761;0,2987379
42;-0,1573284;1,440075;0,05027361;-0,3018807;1,020648;0,1045708;-0,07395623;1,199402;0,3070177
43;-0,1183749;1,461528;0,0737714;-0,2390659;1,064749;0,1220407;-0,0161516;1,240789;0,321782
44;-0,02754813;1,486468;0,09891395;-0,1819316;1,068404;0,1479586;0,1806442;1,230276;0,2897629
45;-0,03051804;1,494248;0,09257272;-0,1620244;1,064051;0,1689467;0,2086714;1,235633;0,2460385
46;-0,03694832;1,492235;0,1003784;-0,1614594;1,064409;0,17291;0,2062682;1,247959;0,2472709
47;-0,06058989;1,485562;0,1067227;-0,1620379;1,063782;0,1675985;0,1753129;1,23793;0,2582824
48;-0,101656;1,463006;0,1031433;-0,166949;1,063712;0,1534598;0,1283361;1,209764;0,263696
49;-0,1214991;1,462139;0,09664319;-0,1644902;1,060054;0,1502335;0,09484166;1,205711;0,2782099
50;-0,1018411;1,472566;0,07688928;-0,1553794;1,061192;0,1416747;0,07869267;1,215626;0,273513
51;-0,08903842;1,47287;0,07163636;-0,1523002;1,064502;0,1391605;0,08506213;1,217558;0,2804567
52;0,06598119;1,3446;0,1303169;-0,149569;1,051515;0,134897;0,07861736;1,077507;0,2359159
53;0,1423606;1,292007;0,1158612;-0,1751421;1,054207;0,1237638;0,1113474;1,05304;0,2466089
54;0,227332;1,112823;0,08414879;-0,104599;1,02363;0,155568;0,1853205;0,9605213;0,2181779
55;0,223965;1,10643;0,08322139;-0,1009792;1,021679;0,1510287;0,2167052;0,9977736;0,3313312
56;0,006829607;1,439798;0,09471402;-0,2137889;1,094485;0,1205039;-0,02373018;1,162481;0,3046763
57;-0,1420936;1,49074;0,04297469;-0,2994603;1,123742;0,07565349;-0,1706527;1,222136;0,3067238
58;-0,139041;1,485711;0,003626933;-0,276696;1,112247;0,053823;-0,1696989;1,217317;0,2730901
59;-0,1511925;1,490008;0,002128326;-0,2509489;1,096449;0,04117557;-0,2272686;1,473064;0,3886281
60;-0,1432316;1,487545;0,03291387;-0,299161;1,095524;0,05618813;-0,1656389;1,470813;0,4309817
61;-0,1314643;1,492951;0,04756388;-0,3060099;1,087427;0,2111123;-0,02706617;1,424753;0,4065983
62;-0,1411103;1,485847;0,03459568;-0,3026777;1,074517;0,2487548;0,007241839;1,418534;0,3852012
63;-0,1528549;1,478948;0,0338708;-0,3358482;1,075043;0,2091765;0,006587436;1,379261;0,3859619
64;-0,1990694;1,479493;0,009940561;-0,3829108;1,080745;0,2044468;-0,02681165;1,369436;0,3574839
65;-0,2163806;1,47612;0,01369818;-0,3879803;1,080362;0,2109413;-0,03610757;1,366701;0,3648514
66;-0,2203118;1,478697;0,02817576;-0,5256171;1,136832;0,1950426;-0,03633792;1,353187;0,3722404
67;-0,2331811;1,490409;0,04012189;-0,4239885;1,043438;0,1442647;-0,04917366;1,341514;0,380181
68;-0,2543887;1,471119;0,02151831;-0,4009043;1,047509;0,1211841;-0,07331781;1,390922;0,3717642
69;-0,2472585;1,468103;0,05203857;-0,3990763;1,042847;0,1314164;-0,07222631;1,369857;0,3922724
70;-0,1891001;1,475703;0,05015414;-0,4086106;1,04296;0,119888;-0,008752547;1,430134;0,3592894
71;-0,1888124;1,49167;0,03376523;-0,3977294;1,04795;0,1265285;0,03570061;1,452556;0,3365133
72;-0,1887386;1,493677;0,0403548;-0,4002897;1,045872;0,1274377;0,04010545;1,439464;0,3473754
73;-0,1756326;1,482017;0,0422959;-0,3794699;1,055022;0,1225083;0,1073358;1,282942;0,3401848
74;-0,1508627;1,476904;0,05663064;-0,3656189;1,054065;0,1367014;0,1520712;1,244806;0,3169043
75;0,06444458;1,252106;0,03461803;-0,3182234;1,062158;0,1760479;0,103136;1,034393;0,2830456
76;0,1307607;1,233095;0,009225248;-0,2496439;1,058478;0,1860638;0,1665929;0,9860451;0,2516321
77;-0,02063314;1,472463;0,09703668;-0,2206585;1,071675;0,2098881;0,1138563;1,132014;0,2816554
78;-0,07476307;1,508911;0,125532;-0,2020276;1,085654;0,2576573;0,1040346;1,189566;0,3047708
79;-0,0901746;1,500089;0,1067538;-0,2047452;1,08491;0,2333336;0,0945424;1,185087;0,2920325
80;-0,07581569;1,499474;0,1141569;-0,199651;1,080176;0,2358783;0,09871267;1,181227;0,2935055
81;-0,08498924;1,500178;0,1358233;-0,1995651;1,076617;0,2406719;0,09237374;1,174474;0,3041432
82;-0,1156966;1,470461;0,1196353;-0,2772954;1,082968;0,3020853;0,08903795;1,179695;0,287934
83;-0,1010161;1,465361;0,127519;-0,2570708;1,059413;0,3685855;0,1035538;1,166647;0,2805226
84;-0,1013381;1,464853;0,1267979;-0,2535084;1,063425;0,3685462;0,1082285;1,16459;0,2801602
85;-0,09853967;1,464384;0,1295403;-0,2649103;1,07233;0,3713134;0,1062623;1,160834;0,2826606
86;-0,07749496;1,452241;0,128517;-0,1637452;1,056327;0,2866773;0,1332759;1,104078;0,281721
87;-0,09314476;1,458582;0,1202698;-0,1751635;1,068929;0,2885849;0,1024454;1,104455;0,2487382
88;-0,0602987;1,468979;0,1071736;-0,1548371;1,066603;0,2212762;0,1289007;1,119621;0,2858777
89;-0,05209457;1,461597;0,08859374;-0,1830598;1,250467;0,1614663;0,1387117;1,010824;0,2849444
90;-0,04058123;1,459376;0,08612476;-0,18781;1,134199;0,2070784;0,1471573;1,019517;0,2545924
91;-0,08040198;1,498771;0,08797504;-0,2083231;1,200047;0,2412241;0,1314657;1,02671;0,2607359
92;-0,06706943;1,492509;0,06409793;-0,1927633;1,165911;0,2075792;0,1356765;1,045984;0,241362
93;-0,05573637;1,494219;0,08292844;-0,1796461;1,152686;0,2184452;0,144069;1,039417;0,2589343
94;-0,06023741;1,481962;0,08993106;-0,1787538;1,152236;0,2126583;0,1308304;1,063567;0,2500622
95;-0,10927;1,469905;0,09535165;-0,1719044;1,149213;0,2058422;0,1212551;1,059756;0,2534191
96;-0,1580953;1,411716;0,1341667;-0,1332772;1,107868;0,1796324;0,02492997;1,001041;0,2181089
97;-0,07376853;1,479851;0,1111439;-0,1474174;1,11447;0,211678;0,05820101;1,032614;0,2502306
98;-0,0879816;1,475468;0,100194;-0,1675793;1,107423;0,2465773;0,05405755;1,069448;0,2568656
99;-0,08020157;1,485333;0,09963053;-0,1488033;1,131738;0,238657;0,0560562;1,077979;0,2572217
100;-0,07282372;1,489352;0,08315741;-0,1599243;1,104393;0,2181279;0,02848655;1,103953;0,2261048
101;-0,08317646;1,491373;0,0756853;-0,1569741;1,117602;0,2094554;0,008735674;1,12043;0,210606
102;-0,08624173;1,484849;0,08534938;-0,1660748;1,116533;0,2144824;0,01439156;1,128885;0,2236522
103;-0,1233779;1,470331;0,07423283;-0,2392696;1,121244;0,1490017;-0,158549;1,0994;0,3033303
104;-0,1451783;1,458434;0,05459964;-0,2952634;1,099367;0,08136398;-0,2584842;1,063931;0,2326476
105;-0,1328744;1,501188;0,03326181;-0,2616332;1,137755;0,1081943;-0,1477657;1,11247;0,2642196
107;-0,1435861;1,458445;0,04104659;-0,2585728;1,13679;0,1302803;-0,1226087;1,115664;0,2582885
108;-0,174421;1,420748;0,07149411;-0,352518;1,00859;0,05170525;-0,1264637;1,097569;0,2580823
109;-0,1669491;1,427111;0,05765234;-0,3344822;1,004915;0,03849715;-0,1250518;1,09949;0,2459296
110;-0,1882442;1,467936;0,02660611;-0,3419723;1,095528;0,1074729;-0,1739092;1,112683;0,2254618
111;-0,2447415;1,482078;0,009995619;-0,3784156;1,077046;0,08243607;-0,2184997;1,108391;0,2020798
112;-0,2646845;1,464375;0,007889587;-0,3823402;1,075572;0,08336046;-0,232126;1,113353;0,2051565
113;-0,2836978;1,455664;0,02635637;-0,3984688;1,069807;0,09088846;-0,255574;1,103158;0,2130023
114;-0,2745114;1,457781;0,01026438;-0,3904221;1,074871;0,08161217;-0,2617881;1,108351;0,1903089
115;-0,2490444;1,478913;0,008602661;-0,3828335;1,068534;0,08165713;-0,2418938;1,116005;0,1885316
116;-0,1864136;1,479369;0,02676562;-0,3742222;1,068879;0,07992125;-0,2194271;1,117367;0,2111475
117;-0,1557383;1,467154;0,03650152;-0,3357762;1,067291;0,09296863;-0,1723081;1,092355;0,2289539
118;-0,1942844;1,483931;0,01968563;-0,3178831;1,06979;0,08791076;-0,1833148;1,096373;0,2285545
119;-0,200739;1,479711;0,03424229;-0,316906;1,070484;0,101491;-0,1974648;1,102234;0,2398065
120;-0,1876479;1,486939;0,06198596;-0,3176231;1,075564;0,1265417;-0,1940458;1,105748;0,258287
121;-0,1998218;1,480655;0,06470674;-0,3219583;1,065797;0,1239728;-0,202644;1,096383;0,2579542
122;-0,2535627;1,480354;0,01586749;-0,3279151;1,069486;0,1155665;-0,2144597;1,088552;0,241686
123;-0,2542163;1,478741;-0,005675364;-0,3276016;1,07725;0,09671651;-0,2195511;1,087386;0,2219855
124;-0,2229338;1,489066;0,03432274;-0,4224046;1,210656;0,09595281;-0,2174392;1,087587;0,222924
125;-0,2152367;1,491927;0,02901917;-0,4188083;1,222509;0,07983631;-0,2178298;1,09242;0,2155489
126;-0,168213;1,497972;0,04727988;-0,2792239;1,222282;0,1521581;-0,2028812;1,103867;0,2232608
127;-0,181298;1,460037;0,03970683;-0,2873242;1,168239;0,1703567;-0,1631813;1,095887;0,2025719
128;-0,1670497;1,435644;0,06042384;-0,2953976;1,06341;0,1438887;-0,08980998;1,068917;0,1922189
129;-0,1891816;1,421753;0,05568224;-0,3329957;1,08903;0,1383734;-0,1139322;0,9764633;0,2090686
130;-0,04795421;1,395883;0,07403892;-0,2380061;1,069286;0,08625042;0,03738983;0,9243994;0,03555884
131;-0,07082887;1,226048;0,1631321;-0,2526323;1,028562;0,09057025;-0,06830484;0,6715575;0,1830987
132;-0,07598881;1,169381;0,1762195;-0,2618855;1,010124;0,0780237;-0,1924571;0,6683347;0,2608744
133;-0,08208486;1,218027;0,1271834;-0,2938572;1,048698;0,05355318;-0,1849637;0,6587387;0,226707
134;-0,08164158;1,274054;0,0505497;-0,3199966;1,065287;0,02027076;-0,07087556;0,7189158;0,07411759
135;-0,02834234;1,221559;0,03223515;-0,289274;1,060778;0,03462798;-0,130723;0,7036715;0,09475206
136;-0,04429434;1,242016;0,005120019;-0,2750592;1,044336;0,02012709;-0,06339798;0,7086641;0,007812258
137;-0,09784316;1,302775;-0,01851167;-0,3196651;1,086934;-0,02167438;-0,07980651;0,7473778;0,01427317
138;-0,06992153;1,244401;0,04373576;-0,31782;1,061482;-0,0456624;-0,1829913;0,7051005;0,09212299
139;-0,06336427;1,23906;0,02354133;-0,2397784;0,9489283;-0,09576751;-0,1052343;0,6942213;0,0304641
140;-0,1285318;1,117435;0,07745928;-0,2566884;0,8822117;-0,1154464;-0,1404258;0,5715296;0,123749
141;-0,1932256;1,03837;0,1150808;-0,2972424;0,8360286;-0,1171677;-0,1785782;0,4668815;0,2005466
142;-0,2276399;0,9882863;0,1285983;-0,3119896;0,8112093;-0,1262171;-0,1962411;0,4214442;0,2311928
143;-0,1343853;1,087448;0,1025161;-0,2541598;0,9117627;-0,08152294;-0,07396515;0,4736006;0,07284303
144;-0,1126161;1,091155;0,09223764;-0,2453767;0,9208735;-0,08294426;-0,1016695;0,472787;-0,01052272
145;-0,1183208;1,097906;0,0906439;-0,254375;0,9218568;-0,08854041;-0,1754298;0,5028145;0,002779029
146;-0,1672942;1,070204;0,1059739;-0,2915615;0,9140247;-0,1061262;-0,1003197;0,4659066;0,1013276
147;-0,2017868;1,024023;0,1022968;-0,3157606;0,9073308;-0,1698678;-0,1423642;0,4279592;0,1487848
148;-0,1555241;1,191553;0,03340184;-0,2536234;0,9620826;-0,1835077;-0,1230006;0,6199041;-0,05365975
149;-0,04446714;1,400764;-0,07976726;-0,1969162;1,017091;-0,1331243;-0,07553485;0,8115451;0,1128124
150;-0,06511699;1,466867;-0,1111148;-0,1998296;1,102907;-0,04982135;-0,03590201;1,041981;0,04742764
151;-0,08471974;1,47906;-0,146404;-0,2212583;1,130371;-0,02006635;-0,06095094;1,073882;0,02931084
152;-0,1604621;1,475397;-0,1547036;-0,258243;1,108029;-0,03086483;-0,08630174;1,06787;-0,002332166
153;-0,1729738;1,499343;-0,1404472;-0,2973627;1,125188;-0,0171716;0,1224112;1,093057;0,03979094
154;-0,1453224;1,488331;-0,1272563;-0,2632832;1,125412;-0,0149649;-0,06932734;1,128129;0,02454776
155;-0,1577225;1,466738;-0,1149058;-0,2645147;1,113077;-0,02878407;-0,08468211;1,106898;0,006827582
156;-0,164543;1,481476;-0,09784166;-0,2797157;1,099869;-0,01952368;-0,09303369;1,108283;-0,000154499
157;-0,1232963;1,485061;-0,1421303;-0,2626579;1,107888;-0,04176313;-0,08716498;1,114643;-0,03145466
158;-0,1374116;1,491715;-0,1051088;-0,2443166;1,11724;-0,001371574;-0,08838698;1,108919;0,007454537
159;-0,170472;1,508803;-0,1290658;-0,2477074;1,144974;-0,006320976;-0,08259208;1,133999;-0,007367887
160;-0,1206332;1,503794;-0,109394;-0,257237;1,190193;-0,0200746;-0,04016456;1,180479;0,01985147
161;-0,1490272;1,48401;-0,09570456;-0,2726789;1,186424;-0,01941385;-0,08855189;1,17416;0,006895021
162;-0,1645325;1,466301;-0,07811544;-0,2619618;1,166469;-0,01603642;-0,09616325;1,156419;0,0144341
163;-0,1687478;1,46599;-0,108405;-0,2750301;1,167196;-0,05273972;-0,2074749;1,147999;0,1647195
