Timestamp;HeadsetVelocityX;HeadsetVelocityY;HeadsetVelocityZ;LeftControllerVelocityX;LeftControllerVelocityY;LeftControllerVelocityZ;RightControllerVelocityX;RightControllerVelocityY;RightControllerVelocityZ
25;-0,06272668;0,0353464;-0,02217002;0,2351642;-0,1628001;0,07286528;-0,01007802;-0,009582726;0,005869101
26;-0,06273265;0,02894874;-0,05099924;-0,2978144;0,0220918;0,2203425;-0,3003203;0,163461;-0,3864777
27;-0,01877219;0,006534282;-0,01412128;0,06828213;-0,04659932;-0,01413869;-0,1224935;0,05425237;0,05961569
28;0,005942286;0,001779514;-0,007195611;0,000550969;-0,0008854377;0,0002807486;0,01366004;-0,004193951;0,0003244805
29;0,0006193187;0,00217486;-0,005235882;-0,001647477;-0,002545766;0,0006448712;0,01287108;0,08910603;0,02373221
30;0,004592014;-0,004571964;0,002168785;-0,001814339;-0,001159987;0,001338447;0,003714721;0,0158999;-0,01369836
31;0,008666539;-0,005700727;0,003358265;-0,002191457;-0,001145273;-0,0003012753;-0,005960336;-0,08147681;-0,03826089
32;0,0006750735;-0,002215626;0,001169003;-0,0001277002;0,0009957384;-0,0005948567;0,03310938;0,05834769;0,03873843
33;0,001953637;-0,003207179;0,0007881947;0,000836096;0,001487822;-0,001625028;-0,2102353;-0,02714096;-0,05944643
34;0,004049473;0,0009499018;0,0007912425;0,0002870379;0,001043196;-0,002296303;0,02264816;-0,005305032;0,03236451
35;-0,003869808;0,002326602;-0,002869227;0,004496031;0,00308788;0,001398528;-0,1647771;0,09917998;0,08620297
36;-0,002003771;-0,004352951;0,003435292;-0,01400347;0,00840241;-0,008456605;0,2200771;-0,0115674;-0,0117495
37;0,004837451;-0,001705499;0,002873787;0,0004741033;-0,006024399;0,005080435;-0,01158424;-0,02901894;0,001315186
38;0,0156595;-0,006881214;0,02084564;-0,25452;0,2363783;-0,1114047;0,2001788;0,06453719;0,1201675
39;0,05059741;0,0180904;0,01540657;0,234084;0,1143937;0,4661217;0,05404551;-0,08117685;0,007418429
40;-0,06216824;-0,002284342;-0,009375321;-0,04425485;-0,06734104;-0,05222545;0,02334606;-0,003037234;0,00956087
41;0,01723363;-0,008328592;0,005029896;0,01088527;0,01828781;-0,02360552;-0,1346431;-0,3242031;0,0001358853
42;-0,2253119;-0,2557697;0,2015009;-0,2905791;-0,1359082;-0,117521;-0,06943972;0,03268559;0,05870631
43;0,07168474;0,02668082;0,02838859;-0,162385;0,04141259;0,3026192;0,09148175;0,1276384;0,04718843
44;-0,1114578;0,05992869;-0,1048382;0,2594148;0,1749795;-0,06815959;0,1541502;0,1731754;0,02908718
45;3,362272E-05;0,02899025;0,00487963;-0,05494592;-0,1009834;0,05798798;-0,003401231;0,02817904;-0,06253079
46;0,02754743;0,000588372;0,01164064;0,01036473;-0,01180581;-0,01336628;-0,01169762;0,008139146;0,007907848
47;0,03149698;-0,01003295;0,009001922;0,001626103;-0,003473271;0,001388033;0,00549846;-0,001517696;0,004485068
48;-0,02287508;-0,007041804;0,004392026;-0,004736606;-0,009937056;0,0007550954;-0,002466465;-0,005445317;-0,0003160614
49;-4,807032E-05;-0,003985853;-0,003702743;-0,001032582;0,001228051;-0,00101346;-0,001766119;0,001393774;-0,002860848
50;-0,002177625;-0,0002041648;0,003649978;-0,00182685;0,002347896;0,001278157;-0,002321312;-0,001854497;0,001179265
51;-0,03051886;0,05078143;-0,01649648;-0,172336;0,1841565;-0,3705504;0,01104186;0,01014345;-0,0002074894
52;0,05141401;0,08938392;-0,1609981;0,02599036;0,04383226;0,01210433;-0,1498576;0,005735489;-0,04970168
53;-0,01913218;0,006452335;0,01561788;-0,04908992;-0,05332999;-0,01115871;-0,01440016;0,01662851;-0,02142629
54;-0,01022496;-0,009447391;-0,001740114;-0,01290324;0,006250204;-0,01155694;-0,0008798625;0,00140354;-0,001865733
55;-0,002946718;0,001608353;0,0104264;-0,183026;-0,0192455;0,04178429;-0,003580638;0,007692307;0,01093533
56;0,03876989;-0,016174;-0,02816628;0,3556865;0,1555772;-0,2432908;0,001160068;0,001949965;-0,002059249
57;-0,1255617;-0,01473623;0,05463051;0,08118153;-0,006492824;-0,02255995;0,003513136;-0,00715909;-0,07311394
58;0,01553927;-0,006159597;0,01553505;0,343735;-0,07832813;-0,1060379;-0,003470047;-0,001105352;-0,002258167
59;-0,1318783;-0,06619909;0,03326935;-0,01059185;-0,1621835;0,0423584;0,01740776;1,697413E-05;0,0228546
60;-0,03636781;-0,03930315;0,01775486;0,01458582;-0,02861365;0,05174145;-0,01143322;-0,01495675;-0,004890446
61;0,04234045;0,05290134;-0,008752822;-0,2112068;-0,1032284;0,1259703;-0,03323286;-0,01774364;0,05206961
62;0,08812714;-0,01951553;-0,06176541;0,1160647;0,03200629;-0,2384388;-0,01182444;0,006727069;0,004733136
63;0,02723447;0,008286944;-0,02048405;-0,009645779;-0,007811676;0,003415178;0,01317289;0,01586531;0,009253683
64;0,008280479;-0,01131353;0,01128414;-0,02613152;0,01771931;-0,00056584;-0,008712888;-0,005574028;-0,01077355
65;-0,001126336;-0,001319484;0,0002088821;-0,001259803;0,00074655;-0,0009597726;-0,004552748;-0,004492322;0,0007150821
66;-0,003723938;0,01776323;-0,005685727;-0,003034119;-0,0007704325;-0,001061238;-0,006061543;-0,002540696;-0,005517466
67;-0,01508434;-0,009193938;-0,008917368;0,002327484;-1,28887E-05;0,002040442;-0,008001599;-0,01008755;-0,008318581
68;-0,02939311;-0,01356654;-0,0005014;-0,005036355;0,001635139;0,003454178;-0,01309974;0,02523394;0,009069645
69;-0,01087766;-0,03528934;0,003015908;0,002181972;0,005121677;-0,004446049;0,004289887;0,01095601;0,003910484
70;-0,01095667;-0,004089114;0,0007726273;0,005123768;-0,01250838;0,004368357;-0,0001770156;0,004136462;-0,006702919
71;0,01245178;-0,002560557;0,003738947;0,00349356;-0,03616787;-0,03237478;-0,001468053;0,04215104;0,03229716
72;-0,01648201;0,003557509;-0,01181009;-0,001349678;0,001050886;0,003091824;0,001029621;-0,0009389068;0,001146715
73;0,02047321;-0,006047342;0,00342795;0,001039124;0,001874002;-0,01065233;-0,001496833;0,009138393;-0,005115079
74;0,03901051;0,03474131;0,009720854;0,05773791;0,336379;-0,1057303;0,06533865;0,1924715;0,1304193
75;-0,0002129884;0,00718381;-0,004432085;0,007330975;-0,000196934;-0,01243494;-0,001217726;-0,003519125;-0,003400858
77;0,009575789;0,007723346;-0,009182212;-0,03229856;0,04990106;0,02606925;0,004583589;0,004673526;-0,002583756
78;-0,0006592813;0,05517877;-0,02710883;0,0006004265;-0,006937302;0,008822004;-0,01975441;0,1040379;0,02779889
79;0,03405551;0,01256321;0,05007956;-0,07480852;-0,02101955;0,4595406;0,0302833;-0,01047512;0,06856481
80;0,009136751;-0,003537572;0,04691382;0,04352292;-0,04651045;0,1218586;0,01216094;-0,05052689;0,04240341
81;0,008449559;0,03014906;0,02456218;-0,08521231;0,1035893;-0,05320273;0,0001818246;-0,0004609042;-0,001215688
82;0,02183854;0,0869849;-0,1539903;0,0002154037;-0,001443099;-0,001296667;2,652755E-06;4,244408E-06;6,366612E-06
83;0,01175056;-0,00167299;0,008859931;7,589167E-06;0;-5,059445E-06;-6,324306E-07;0;0
84;-0,004282629;-0,0009205753;-1,302701E-05;8,684672E-06;-2,605402E-05;-8,684672E-06;4,07094E-06;4,342336E-06;8,684672E-06
