Timestamp;HeadsetVelocityX;HeadsetVelocityY;HeadsetVelocityZ;LeftControllerVelocityX;LeftControllerVelocityY;LeftControllerVelocityZ;RightControllerVelocityX;RightControllerVelocityY;RightControllerVelocityZ
22;-0,06782895;-0,01129067;0,007449131;-0,003892118;0,00223933;-0,005173109;-0,0003792759;0,001461548;-0,008128256
23;0,01447283;0,0003546564;0,010588;-0,01205093;0,005400065;0,008501197;-0,01710267;0,007764441;-0,00236332
24;0,06864104;0,004528174;-0,004224948;5,851729E-05;0,003732339;-0,003225898;-0,03084287;-0,04817994;0,01282061
25;0,006324611;0,0003552331;-0,004068935;0,004792397;-0,004522724;-0,004098177;-0,003733196;0,001368947;-0,004098177
26;0,002817676;0,0002546572;-0,001270501;0,0001692409;0,0001952372;-0,001353928;0,01965635;0,005640658;-0,001260553
27;-0,003677436;-0,01232244;-0,001998933;0,002674381;-0,003090972;0,002484865;0,01511123;0,01126564;-0,006581698
28;0,004121056;0,003790384;0,007857817;0,002110215;-0,0005463617;0,001792749;-0,007825137;0,01000098;-0,00190693
29;-0,008863583;0,03172531;0,08997765;0,03500163;-0,03754663;-0,004926848;0,03588071;0,07929244;0,441079
30;-0,01332208;0,006861372;8,678183E-05;-0,006690479;0,006737474;-0,001219752;-0,005306242;0,1515141;0,08438291
31;0,002676188;0,06939469;-0,05155379;-0,0161057;0,01590655;0,01822733;-0,2084161;-0,09368628;0,1658638
32;-0,03888772;-0,005669161;-0,03130781;-0,1646002;0,03796344;0,08538199;-0,06461674;-0,0561195;-0,02288902
33;7,322918E-05;-0,00033415;-0,003225832;0,01503795;-0,003752762;-0,009776029;0,04031488;-0,05007109;0,0373584
34;-0,05755939;-0,003817779;0,007362511;-0,02074995;0,0413882;-0,02308672;-0,1538993;0,1688847;-0,2310928
35;-0,05576555;0,01544398;0,0260604;-0,1470922;-0,05684945;-0,06411512;-0,107526;-0,005413811;0,05504411
36;-0,01487723;-0,008921399;0,0004982867;-0,1123096;-0,04104358;-0,07452244;0,05300568;0,02958057;-0,01747572
37;-0,08333507;-0,07624006;-0,008710498;0,4582509;-0,3069342;0,4277508;-0,3225713;-0,02895581;-0,03955938
38;0,07852115;-0,01486101;0,01667452;0,1837856;0,03817115;-0,0382578;0,1036282;-0,2510183;0,02995871
39;-0,004015424;0,002007187;-0,008625945;0,00165446;-0,001293334;-0,004020673;-0,0006156984;-0,01130408;0,002412404
40;-0,005518014;-0,0007817678;1,892673E-05;-0,0001283259;-0,000713041;0,001002982;-0,001816697;0,0002061805;-0,001454002
41;0,0007181157;-0,001056731;0,001002217;-0,0001991854;0,0002096688;0,0004864316;-3,485744E-05;-0,001098664;0,001408974
42;0,01264474;-0,005364808;-0,0009449074;-0,0824025;0,1961326;-0,03093549;-0,007486146;-0,005870437;0,00332301
43;0,004559902;0,001973721;0,003690041;0,06594869;-0,02709538;0,04474201;0,01426619;0,02164601;-0,003179163
44;-0,01795377;-0,001739999;0,01113328;-0,01388265;-0,001309393;0,02483454;0,01227007;0,004420301;-0,01569734
45;0,001991443;-5,155145E-05;0,007901737;-0,01214788;0,0004897388;-0,005459084;-0,0368229;-0,00634942;-0,009197638
46;-0,01977484;0,01340001;-0,008807567;0,06182487;0,03368612;-0,05617703;-0,003059104;-0,002969319;-0,04212881
47;-0,01013119;-0,002572179;0,002143033;-0,02340316;0,002718915;-0,01967976;0,001124115;-0,003625219;-0,004078371
48;0,00526105;0,001530176;-0,001933357;0,01247222;-7,693625E-05;0,01098372;-0,0001987186;0,005701831;-0,001064285
49;0,002378268;0,0006371467;-0,008886555;0,004574111;-0,0009126696;0,002842406;0,003554286;-0,001162362;0,009031985
50;-0,001445818;0,001183257;0,000333323;-0,005055443;0,005831157;-0,006088665;0,003820911;0,0009619282;0,001536531
51;0,007363668;-0,002913398;0,0005298199;0,009343528;-0,008305359;0,018212;-0,004476428;0,0003739586;-0,001911102
52;0,001398272;0,002006132;-0,001526693;-0,0008031155;0,0006893316;-0,002602668;-0,0004712918;0,0003535034;0,0005324645
53;0,007864789;-0,000700546;-0,002888169;0,0004810978;-0,003148237;0,01156956;0,005774097;-0,007457016;0,02193215
54;0,0843019;-0,02805607;-0,01227647;0,02220898;-0,008514653;0,006248155;0,0472143;0,001894448;0,01671218
55;-0,007479093;0,00132303;-0,0007275591;-0,02794256;0,001821314;-0,01538344;0,2807175;0,2422863;-0,1662207
56;-0,03683569;0,01022853;0,01873846;0,01114484;-0,002403705;-0,000268499;-0,05642634;-0,05654248;0,01730114
57;-0,002955828;0,003761951;-0,004168594;-0,03780375;0,01805565;-0,04051596;-0,0009854769;-0,0006855492;8,140897E-05
58;-0,02531973;-0,0002850099;0,01180268;0,008299835;0,00018137;-0,003083289;-0,07404752;-0,05647083;-0,00398798
59;0,04385446;0,002477398;-0,01190474;-0,003899966;0,002296754;-0,003210725;0,02273529;0,141216;-0,08092618
60;-0,01038413;-0,001198961;-0,006879709;0,004756236;6,851208E-05;0,0006968962;-0,01897249;-0,06536052;0,02193671
61;-0,05606126;-0,0008772089;0,01129506;-0,006349119;-0,001073091;0,009104237;0,01002776;0,00382395;-0,008346261
62;0,003252746;-0,00170902;0,002714672;-0,003223639;0,00212773;0,002044415;0,008097818;0,003691484;0,001659886
63;0,00322218;-0,00297506;-0,0003533819;0,001209687;-0,00271004;0,001779265;0,0051035;0,003338394;0,005347414
64;-0,0006747154;-6,80564E-05;-0,001448724;0,005023413;-0,0008081698;-0,003948335;0,002853318;0,02426211;-0,008022148
65;-0,009523352;-0,005393067;0,0007517386;-0,003979876;-0,000199102;-0,002195532;-0,001358817;-0,01360386;0,01158254
66;-0,00393168;-0,001893878;0,001069375;0,003061411;-0,003736105;0,01122553;-0,01544318;-0,003650019;-0,01488846
67;-0,001695593;-0,0005088664;0,0009016342;0,002400944;-0,001673222;0,002343804;-0,001575384;0,0002544332;-0,001229042
68;0,0009612062;-0,0008143999;-0,001653948;0,002134585;0,001080152;-0,001020143;0,0009049483;-0,001204455;0,0003707663
69;0,001206088;0,001329386;0,0008939469;0,0004729547;-0,001704341;-0,0004409983;0,002009924;0,0001576515;-0,001531777
70;-0,0008851241;-0,001294467;-0,001467427;-0,003824465;-0,005100715;0,002398194;0,0007772965;0,001435916;-0,001783107
71;-0,001425102;0,0005220463;-0,0001022582;0,004590008;-0,003881667;0,007369695;0,004973123;0,003448032;0,005635154
72;0,02390278;0,003579397;-0,01280753;0,02508141;-0,1149935;0,08671388;-0,007943655;-0,02764849;-0,008561934
73;-0,01135582;-0,00962584;0,02749112;-0,01760301;0,009252313;0,02797912;-0,01922176;-0,05254283;0,01141834
74;0,003118784;0,004405889;0,01232945;-0,004400531;-0,01131045;0,01433521;-0,01606296;-0,01512488;0,0241981
75;-0,02043812;0,008904601;0,007245439;-0,06294993;-0,04001537;0,0402814;-0,05586765;-0,01313556;-0,02995087
76;0,05616754;-0,02900928;-0,0227745;-0,001687149;-0,005769136;0,007945478;0,004452783;-0,00357342;0,0069531
77;-0,01017077;-0,02101968;-0,001204906;-0,01600382;0,04138759;0,02476523;0,0003060546;0,0001200635;0,001638009
78;-0,01755302;0,1304057;-0,006933631;0,0001271146;5,148947E-05;0,001950164;-1,072697E-06;4,29079E-06;2,145395E-06
79;-0,02184665;0,02474166;-0,004420324;0,01985802;0,002890222;-0,009312226;-1,119002E-05;-1,705146E-05;-1,065716E-05
80;0,05701241;-0,01033983;0,08764725;-7,27554E-05;0,002584957;-0,0009073026;-0,002727258;0,002516481;0,003147741
81;-0,1144986;-0,1766443;0,09243942;3,11916E-06;8,317759E-06;-2,07944E-06;1,81951E-05;0;1,247664E-05
82;0,02879154;-0,01484836;-0,036629;-5,312092E-07;8,499347E-06;4,249674E-06;1,062418E-06;0;2,124837E-06
83;0,07177929;0,04335177;-0,04494016;-2,128844E-06;-4,257688E-06;2,128844E-06;-3,725477E-06;0;-4,257688E-06
84;-0,02299971;-0,04593774;-0,09775779;-0,0007831746;0,00202041;-0,00236707;1,59506E-06;-1,701398E-05;-4,253494E-06
85;0,0001701965;-0,03160394;0,04291395;-1,342244E-05;0;2,577108E-05;2,899246E-05;-1,288554E-05;1,932831E-05
86;0,005842944;0,0105828;0,0001062814;-1,120156E-05;-4,267259E-06;1,706904E-05;7,467703E-06;-4,267259E-06;6,400889E-06
88;0,0174715;-0,02124961;0,01761802;-2,643512E-06;4,229619E-06;6,344429E-06;4,229619E-06;4,229619E-06;4,229619E-06
89;-0,003533702;-0,008348074;0,002398899;0;-4,312022E-06;-2,156011E-06;3,234016E-06;-4,312022E-06;2,156011E-06
90;-0,03380217;0,01219775;-0,003393492;4,764746E-06;-4,23533E-06;-1,270599E-05;-4,23533E-06;-4,23533E-06;-4,23533E-06
91;0,006257248;0,001088957;-0,0001468869;-5,317172E-06;0;8,507474E-06;-1,063434E-05;4,253737E-06;-8,507474E-06
92;0,001369662;-0,0004505328;0,005409183;0;0;0;0;0;0
93;0,02540419;-0,05295021;-0,01370414;0;0;0;0;0;0
94;-0,03795808;-0,01692643;-0,004504254;0;0;0;0;0;0
95;-0,005355435;0,007025918;0,003883013;0;0;0;0;0;0
96;-0,003689542;0,004620548;-0,001157292;0;0;0;0;0;0
97;0,001380745;0,001124034;0,0005732414;0;0;0;0;0;0
98;-0,01200035;-0,0002569553;-0,00050655;0;0;0;0;0;0
99;-0,01035586;0,0001890697;0,0001236741;0;0;0;0;0;0
100;-0,06250502;-0,02507146;0,02577888;0;0;0;0;0;0
101;0,002525728;-0,02372911;-0,01605695;0;0;0;0;0;0
102;-0,01610294;-0,0086161;0,02065505;0;0;0;0;0;0
103;-0,006717459;0,004854128;-0,003362226;0;0;0;0;0;0
104;-0,009731559;-0,0004728753;0,0005465606;0;0;0;0;0;0
105;0,003636131;0,0001716674;-0,004327561;0;0;0;0;0;0
106;-0,00542786;0,0007720754;-0,004015018;0;0;0;0;0;0
107;0,008224779;-0,0035183;0,0008462414;0;0;0;0;0;0
108;0,01981851;0,002522336;0,009965637;0;0;0;0;0;0
109;-0,009584828;0,003828838;-0,001144778;0;0;0;0;0;0
110;-0,01179846;0,002836557;0,003050732;0;0;0;0;0;0
111;-0,004178729;7,736397E-05;-0,001753583;0;0;0;0;0;0
112;0,0161155;0,002062649;-0,0107871;0;0;0;0;0;0
113;-0,002337017;5,992352E-05;0,0008809293;0;0;0;0;0;0
114;0,002742303;0,0002898976;0,002715059;0;0;0;0;0;0
115;-0,00140132;0,0006204479;-0,0002970766;0;0;0;0;0;0
116;0,01062717;0,001176534;0,008380604;0;0;0;0;0;0
117;0,03040652;-0,002639154;-0,006312743;0;0;0;0;0;0
118;0,02216673;-0,002192994;-0,005989936;0;0;0;0;0;0
119;-0,001722504;0,001516832;-0,01441673;0;0;0;0;0;0
120;-0,002066439;-0,001051136;0,006085162;0;0;0;0;0;0
121;0,000891943;0,001362779;-0,0005643417;0;0;0;0;0;0
122;-0,0003729179;0,0008268123;-0,000542196;0;0;0;0;0;0
123;-0,001052759;-0,00114733;0,0003481483;0;0;0;0;0;0
124;0,001708915;0,0005082596;0,000362485;0;0;0;0;0;0
125;-0,001042995;0,00124858;-0,002290095;0;0;0;0;0;0
126;-0,0004085954;0,0001436819;-0,000128528;0;0;0;0;0;0
127;-0,001048127;-0,002686628;0,002891174;0;0;0;0;0;0
128;0,0007116828;0,0004723465;-0,0002568648;0;0;0;0;0;0
129;0,001283543;0,001110553;-0,001633393;0;0;0;0;0;0
130;-0,0005793979;-0,00072674;0,001801479;0;0;0;0;0;0
131;0,0747686;-0,08382781;-0,04259315;0;0;0;0;0;0
132;0,03940946;0,05449563;0,003435357;0;0;0;0;0;0
133;-0,01152322;0,1122696;-0,04390752;0;0;0;0;0;0
134;0,06711113;-0,02978821;0,03628754;0;0;0;0;0;0
135;0,0136815;0,007522092;-0,0196557;0,1032583;-0,04102413;0,03775413;0;0;0
136;-0,0007828;-0,001135514;-0,001447673;0,01582862;-0,04255615;0,06140418;0;0;0
137;-0,0008276996;0,003056122;-0,0004890223;-0,006917739;0,02512526;-0,02197176;-0,01975564;-0,000226855;-0,003095179
138;0,004670452;-0,005094451;0,0003448021;-0,01159424;-0,02108896;0,0381211;0,01943391;-0,007512376;0,01601767
139;0,001582357;0,002313117;0,001396871;-0,0003968849;-0,01219405;0,002897942;0,007921332;0,007336507;-0,006428718
140;-0,001750686;0,00291719;-0,002675862;-0,0008754758;0,003053268;-0,005873715;-0,01390768;-0,001390555;-0,01614447
141;-0,0003627921;0,0001200375;-0,0006039389;-0,005097845;0,03148413;-0,013023;-0,0151258;0,02404181;0,01409262
142;-0,006077004;0,003011276;-0,0004580882;-0,00359545;0,005950653;-0,00190848;-0,005925277;0,02301596;-0,02786699
143;-0,02176734;0,01286286;0,001095191;-0,04625545;0,03596183;0,0150253;0,2118513;0,03966334;0,1868145
144;0,002928101;-0,001691911;0,01221965;0,01460615;0,03209048;-0,0233926;0,01623955;0,01652404;0,07175592
