Timestamp;HeadsetPositionX;HeadsetPositionY;HeadsetPositionZ;LeftControllerPositionX;LeftControllerPositionY;LeftControllerPositionZ;RightControllerPositionX;RightControllerPositionY;RightControllerPositionZ
80;-0,09091201;1,120799;-0,05641881;-0,1029629;0,8372737;0,3306458;0,1241364;0,8313093;0,2551258
81;-0,09479051;1,042308;0,08687463;-0,1043205;0,8361784;0,3320895;0,1221287;0,830137;0,2571583
82;-0,1679043;1,011603;0,07803428;-0,1043205;0,8361785;0,3320895;0,1221287;0,8301371;0,2571582
83;-0,1487341;1,027933;0,05443639;-0,1043205;0,8361785;0,3320895;0,1221286;0,8301371;0,2571582
84;-0,09368776;1,027304;0,03186478;-0,1039223;0,8372366;0,3313539;0,1221286;0,830137;0,2571582
85;-0,1182501;1,051335;0,01351515;-0,1035196;0,8365654;0,3322691;0,1219833;0,8317092;0,255897
86;-0,1263897;1,046191;0,01568059;-0,1035194;0,8365654;0,3322687;0,1219828;0,8317094;0,2558966
88;-0,114851;1,057177;0,00415695;-0,1035194;0,8365654;0,3322687;0,1219829;0,8317096;0,2558967
89;-0,1158887;1,05359;0,01021802;-0,1035194;0,8365654;0,3322686;0,1219828;0,8317094;0,2558967
90;-0,1162088;1,047796;0,01282316;-0,1035193;0,8365654;0,3322685;0,1219828;0,8317094;0,2558966
91;-0,1242984;1,046719;0,01357174;-0,1035195;0,8365654;0,3322687;0,1219827;0,8317094;0,2558965
92;-0,1266298;1,049673;0,01398735;-0,1035195;0,8365655;0,3322688;0,1219829;0,8317091;0,2558966
93;-0,1236487;1,039756;0,01460019;0;0;0;0;0;0
94;-0,1316525;1,04487;0,01674067;0;0;0;0;0;0
95;-0,1339955;1,039485;0,0192138;0;0;0;0;0;0
96;-0,1358771;1,045434;0,01927985;0;0;0;0;0;0
97;-0,1351519;1,045014;0,01852687;0;0;0;0;0;0
98;-0,1199554;1,035394;0,01567674;0;0;0;0;0;0
99;-0,1417051;1,04593;0,0174644;0;0;0;0;0;0
100;-0,1229846;1,059791;0,007469331;0;0;0;0;0;0
101;-0,1420143;1,049698;0,01050121;0;0;0;0;0;0
102;-0,159532;1,051814;0,01692032;0;0;0;0;0;0
103;-0,169784;1,05371;0,02045783;0;0;0;0;0;0
104;-0,1351168;1,047429;0,01276133;0;0;0;0;0;0
105;-0,1401073;1,047788;0,01521729;0;0;0;0;0;0
106;-0,1480581;1,049723;0,01524794;0;0;0;0;0;0
107;-0,1476407;1,049741;0,01565293;0;0;0;0;0;0
108;-0,1819294;1,054228;0,02085568;0;0;0;0;0;0
109;-0,1704546;1,05284;0,0206691;0;0;0;0;0;0
110;-0,1693837;1,052077;0,01773626;0;0;0;0;0;0
111;-0,1696558;1,052158;0,01648502;0;0;0;0;0;0
112;-0,1618729;1,050547;0,01552013;0;0;0;0;0;0
113;-0,1654922;1,051259;0,01470818;0;0;0;0;0;0
114;-0,1655056;1,051403;0,0145473;0;0;0;0;0;0
115;-0,1669838;1,051562;0,01388303;0;0;0;0;0;0
116;-0,1822244;1,053747;0,01542495;0;0;0;0;0;0
117;-0,1738099;1,053176;0,02067176;0;0;0;0;0;0
118;-0,1627234;1,051499;0,01806013;0;0;0;0;0;0
119;-0,1597499;1,051428;0,01503946;0;0;0;0;0;0
120;-0,1636775;1,051802;0,01713071;0;0;0;0;0;0
121;-0,1659837;1,051954;0,01765498;0;0;0;0;0;0
122;-0,1661333;1,052002;0,0176121;0;0;0;0;0;0
123;-0,1658781;1,051773;0,01775377;0;0;0;0;0;0
124;-0,1663603;1,051788;0,01717052;0;0;0;0;0;0
125;-0,1662559;1,051812;0,01720205;0;0;0;0;0;0
126;-0,1685353;1,052111;0,0165968;0;0;0;0;0;0
127;-0,1669362;1,051931;0,01675914;0;0;0;0;0;0
128;-0,1674332;1,052004;0,0163906;0;0;0;0;0;0
129;-0,1673141;1,051868;0,01630678;0;0;0;0;0;0
130;-0,1670042;1,051984;0,01625847;0;0;0;0;0;0
131;-0,1578845;1,04228;0,007859239;0;0;0;0;0;0
132;-0,1242939;1,044263;0,004168615;0;0;0;0;0;0
133;-0,0763072;1,101213;-0,03274787;0;0;0;0;0;0
134;-0,08081657;1,103317;-0,03641596;0;0;0;0;0;0
135;-0,06358529;1,080601;-0,03581956;-0,1030496;0,9483318;0,3114912;0;0;0
136;-0,05564296;1,079403;-0,0389128;-0,05814669;0,9207989;0,1987217;0;0;0
137;-0,05653023;1,080737;-0,03845485;-0,05405746;0,9124409;0,2090108;0,1391765;0,9017785;0,09425696
138;-0,05925045;1,081594;-0,03731447;-0,05572916;0,9106649;0,2100911;0,1486717;0,9031414;0,1021263
139;-0,05893129;1,078519;-0,03497475;-0,05853785;0,9153014;0,2110823;0,1468958;0,8988287;0,1009772
140;-0,06203556;1,079926;-0,03474599;-0,06004259;0,9195875;0,2103436;0,1423771;0,8998911;0,1037125
141;-0,06409254;1,083441;-0,03568824;-0,06129656;0,9238961;0,2134199;0,1388098;0,9013574;0,1141284
142;-0,06623153;1,083849;-0,03621404;-0,0637899;0,931223;0,2069751;0,1313231;0,9074934;0,115567
143;-0,08686772;1,09415;-0,04023972;-0,08387873;0,9465127;0,21415;0,1882394;1,011959;0,1975483
144;-0,0968405;1,096301;-0,03836457;-0,09693958;0,9568074;0,2190328;0,2396794;1,070577;0,2570315
