Timestamp;HeadsetPositionX;HeadsetPositionY;HeadsetPositionZ;LeftControllerPositionX;LeftControllerPositionY;LeftControllerPositionZ;RightControllerPositionX;RightControllerPositionY;RightControllerPositionZ
28;-0,02098158;1,166588;0,0007009539;-0,05217456;0,8733649;0,2724048;0,1234623;0,9490826;0,1130996
29;-0,01411895;1,16674;-4,454284E-05;-0,05083358;0,8738502;0,2733175;0,1300287;0,9547608;0,1179183
30;-0,01099983;1,167696;-0,0008478983;-0,05061523;0,8742072;0,2733195;0,1345336;1,003248;0,1244165
31;-0,01195584;1,160093;0,004904181;-0,05130415;0,8737062;0,2741669;0,1428857;0,9408443;0,1270983
32;-0,008789977;1,158409;0,005075594;-0,05125355;0,8743752;0,2740403;0,1359989;0,9110048;0,1124256
33;-0,009528396;1,152845;0,008111957;-0,05229511;0,8733283;0,2746497;0,2398;0,9608915;0,166213
34;-0,007287885;1,151781;0,007624294;-0,05185161;0,8735753;0,2750677;0,1253664;0,919776;0,09999051
35;-0,006473246;1,152584;0,005080524;-0,05145195;0,873889;0,2748891;0,1344833;1,028582;0,1579721
36;-0,0007828302;1,152892;0,00265874;-0,05005671;0,8704176;0,2781145;0,0707618;1,056311;0,1763774
37;-0,00405888;1,14957;0,007353759;-0,05230965;0,8751671;0,2743271;0,126662;0,9045207;0,1064928
38;-0,0002585638;1,149817;0,008374144;-0,09977232;0,9070591;0,2913355;0,1590593;0,9461913;0,127432
39;-0,001352455;1,14861;0,02046681;-0,10714;1,004443;0,4217433;0,1552453;0,978245;0,2085548
40;-0,01711311;1,139572;0,03054398;-0,1631665;0,9107141;0,271398;0,155796;0,9425708;0,1795156
41;-0,02026433;1,137776;0,03916029;-0,09451886;0,8709927;0,2789336;0,1700719;0,9208663;0,193592
42;-0,1965282;1,049856;0,09830179;-0,1933389;0,8346182;0,2016728;0,04559417;0,8403358;0,09380546
43;-0,1985673;0,9990188;0,1551049;-0,1848288;0,8074042;0,2312516;0,06759575;0,8355962;0,08247777
44;-0,06622369;1,112062;0,06006775;-0,1747994;0,8475494;0,2320736;0,1280619;0,8819631;0,1023436
45;-0,07316649;1,1416;-0,00791283;-0,212251;0,8172894;0,2418206;0,1094898;0,9088264;0,2302637
46;-0,06708617;1,144958;0,001278525;-0,2141802;0,8185232;0,2527522;0,1245166;0,8980731;0,2321761
47;-0,05155841;1,139682;0,006729299;-0,2107237;0,8146945;0,2517583;0,12456;0,8982025;0,231731
48;-0,03910492;1,132176;0,009945823;-0,2103093;0,8122463;0,2528275;0,1246303;0,8996236;0,2313889
49;-0,04913953;1,124529;0,01105758;-0,2105028;0,8106167;0,2538009;0,122452;0,8984225;0,229637
50;-0,02105677;1,120162;0,01247114;-0,2078477;0,8115361;0,2513018;0,1256019;0,9063037;0,2297589
51;-0,04462159;1,136844;0,002365799;-0,1925642;0,8116821;0,2511403;0,1005571;0,903684;0,2179817
52;0,01519802;1,132001;-0,08121667;-0,1793054;0,8087776;0,2542393;0,04583296;0,9317552;0,164224
53;0,08466169;1,115644;-0,1139927;-0,1177936;0,6939534;0,02327449;-0,004151229;0,9512086;0,1598407
54;0,0819861;1,139724;-0,1183124;-0,1264586;0,6791308;0,0222118;-0,007215351;0,9479296;0,1599465
55;0,07524382;1,117833;-0,1223616;-0,208207;0,6840819;0,05558231;-0,007444073;0,9477745;0,1577439
56;0,03177576;1,101233;-0,07646877;-0,2558607;0,6510614;0,1177865;-0,007627465;0,9498845;0,1523338
57;0,03294946;1,092132;-0,09683757;-0,09271087;0,6704493;-0,006372079;-0,009227894;0,9476421;0,1473485
58;-0,07857856;1,054109;-0,07857006;-0,2179203;0,7114137;0,02927879;-0,03215456;0,9074093;0,1240828
59;-0,1015039;1,034617;-0,007627321;-0,3091658;0,4396066;0,1247634;-0,03117939;0,9227228;0,1312817
60;-0,1102142;1,016141;-0,01894444;-0,2046227;0,4824804;0,1030818;-0,03238131;0,9152421;0,1280353
61;-0,09860456;1,010293;-0,007095636;-0,1999504;0,437264;0,1349335;-0,02886125;0,9084904;0,1326732
62;0,02619375;1,108559;-0,1820957;-0,133413;0,691862;0,026304;-0,01339466;0,9187543;0,1148391
63;0,04441027;1,12559;-0,1081263;-0,1271513;0,6832023;0,03739678;-0,02337055;0,9219078;0,1396657
64;0,06555033;1,132573;-0,1101767;-0,1327893;0,685676;0,03957431;-0,008173966;0,9281726;0,1739623
65;0,07136763;1,126015;-0,09923995;-0,1289245;0,6872468;0,03735992;-0,009474321;0,9278654;0,1714979
66;0,06844281;1,125658;-0,1004809;-0,1319617;0,6878828;0,03702958;-0,01467624;0,9231883;0,1673925
67;0,05788901;1,127056;-0,1088976;-0,1325239;0,688554;0,0363679;-0,0187469;0,9205762;0,1619876
68;0,03305176;1,108032;-0,1185267;-0,1338898;0,6908112;0,03611878;-0,06322151;0,8290166;0,05931975
69;0,08477924;1,103175;-0,08974671;-0,1328308;0,6929056;0,03429344;-0,05931113;0,8607922;0,08554402
70;0,07816377;1,087235;-0,08290706;-0,1244256;0,6965762;0,0323213;-0,05916467;0,8600437;0,07969318
71;0,05273418;1,077373;-0,08992738;-0,09684244;0,6390995;0,01800758;-0,05825657;0,8665376;0,08486548
72;0,05703801;1,076162;-0,08694156;-0,08932553;0,6458677;0,01362804;-0,05649005;0,8696762;0,08764735
73;0,05384784;1,073883;-0,09084294;-0,09953141;0,614781;0,002632927;-0,05544848;0,869086;0,08733045
74;0,06251934;1,079756;-0,08784112;-0,0931173;0,6498309;-0,000199195;-0,05064948;0,8840574;0,09609777
75;0,08025365;1,08025;-0,08331393;-0,101863;0,6778604;-0,01274402;-0,029916;0,911846;0,1243728
77;0,09005898;1,088164;-0,08958495;-0,1081497;0,6882734;-0,004507523;-0,0332103;0,9071846;0,1150293
78;0,07855664;1,101021;-0,09667098;-0,1248259;0,6950464;0,007927764;-0,04522869;0,8972254;0,09874846
79;0,09431124;1,142275;-0,1152734;-0,1616637;0,8561025;0,189137;0,007582195;0,8439152;0,266581
80;0,1183634;1,131947;-0,06547774;-0,1525334;0,8362682;0,3368259;0,03947658;0,8356797;0,3129041
81;0,1122401;1,134369;-0,05257557;-0,1676095;0,8375829;0,3550422;0,0399196;0,8365623;0,3174109
82;0,1501503;1,168392;-0,08809686;-0,1696566;0,8366623;0,3577904;0,03996877;0,836375;0,3174901
83;0,1483929;1,192259;-0,1486065;-0,1699318;0,8365953;0,3575568;0,03996875;0,836375;0,3174901
84;0,1463897;1,190623;-0,144293;-0,1699318;0,8365952;0,3575568;0,03996882;0,836375;0,3174902
